by,date_published,description,time,title
,2024/01/05,", reiteró que,, es candidato en firme por los Partidos Realizando Metas (RM) y Alianza, para las elecciones generales del próximo domingo 5 de mayo.,, reiteró.,Agregó que además, Martinelli no fue impugnado a lo interno del Partido Realizando Metas,,.,Hay que recordar que en junio del año pasado,,,  Martinelli se convirtió en el primer candidato presidencial para las elecciones generales del 5 de mayo de 2024, por el partido RM.,Martinelli obtuvo 57,355 votos,,Los 60,609 miembros de RM que acudieron a las urnas el domingo pasado,,,,,,Ante esto,,, secretario general de RM, reiteró que Martinelli participó en unas primarias electorales, tal como se exige para los partidos con más de 100 mil adherentes, las cuales ganó.,, dijo.,aclaró que ese registro ya está cerrado, por lo que ya no puede haber nuevos actores.,En poco más de dos años, Realizando Metas, se convirtió en la tercera fuerza electoral del país,,,",10:50:04,Osman Valdés: Candidatura de Martinelli está en firme
"Redacción,",2024/03/12,"El candidato por los partidos,, aclaró que hoy tenía una reunión con la embajadora de los Estados Unidos,,, sin embargo fue cancelada.,Dicha reunión, estaba programada a las 8:00 a.m. en la residencia de la embajadora ubicada en La Cresta.,“Todas mis reuniones son abiertas, lo dije en el noticiero de Telemetro, y en camino a casa de la Embajadora, me informó un funcionario de la embajada que la reunión había sido cancelada”, explicó Mulino.,De igual manera, se le informó que la misma,“Quiero aclarar y ser enfático de que sí tenía una reunión agendada esta mañana con la Embajadora de los Estados Unidos. Espero poder tener una próxima reunión no solo con ellos, sino con todas las delegaciones diplomáticas con intereses en Panamá”, indicó.,Mulino dijo que,a menos que se traten de temas de seguridad nacional.,,,,",17:05:03,Mulino aclara que sí tenia reunión con embajadora pero fue cancelada
"Redacción,",2024/03/12,"El candidato presidencial por la alianza de los partidos,, recorrió este martes  la comunidad de,, en Arraiján, acompañado los simpatizantes de la fórmula de trabajo,, y los candidatos a diputados,, por RM, y,por Alianza en este circuito electoral.,Durante la caminata por las calles de Burunga, Mulino conoce de los propios moradores los problemas que mas afectan a esta comunidad:,Mulino dijo que todos estos problemas están contemplados en la agenda de trabajo Martinelli-Mulino, destacando el plan de rescate de todas las carreteras del país y la reestructuración del sistema de acueducto para llevar agua a todos los panameños.,También dijo que a su gobierno le tocará impulsar los trabajos de la,ue este gobierno está dejando sin el túnel que debe conectar al Oeste con la Ciudad de Panamá.,“Continuaremos recorriendo el país para tener un mayor acercamiento con los panameños, que sufren el abandono y deterioro en que se encuentra el país” dijo Mulino al tiempo que resaltó que este miércoles estará en David, Chiriquí, efectuando un conversatorio con jóvenes que también plantearán sus preocupaciones.,El próximo viernes, sábado y domingo José Raúl Mulino estará en,,,,,",20:00:03,"Burunga contará con seguridad, transporte y agua potable"
Luis Miguel Ávila,2024/03/13,"Los programas de apoyos hacia el sector educativo, como lo son la entrega de mochilas, útiles escolares y las laptops, serán nuevamente implementados en el país, así lo aseguró el candidato presidencial por los,El restablecimiento de este apoyo hacia el,dentro del cual se establece la entrega de estas laptops con Internet, para que los estudiantes puedan hacer sus tareas.,Puntualmente para que a través de esta,Mulino afirmó que con ello se busca que la,de los educadores de todo el país.,""Tenemos que conectar a esa juventud que está estudiando,,Agregó que hace días un muchacho le decía que en el,, a lo que le respondió que le parecía excelente.,,,,""En este país, estoy seguro que a ustedes en sus casas también han pasado por el problema de encontrar un buen electricista o un buen plomero un buen reparador de estufas, lavadoras, aires acondicionados, algo que se da,.',Explicó que aquí puede haber,marinos, reparadores de propelas de barcos, entre otros.,""Hace tiempo me comentaba un colonense que tiene una empresa de soldadura marítima y me decía mire señor Mulino, yo no me doy abasto con los contratos y allí se gana buen chen chen soldando bajo el agua y me decía no,trabajos de soldadura marina"", acotó.,En el tema de seguridad, Mulino comentó lo que está pasando en las costa panameña, algo que le preocupa y puso como ejemplo el,de más de dos toneladas de drogas.,Recordó que en sus tiempo de ministro cuando se decomisaba más de una tonelada de drogas, eso era la excepción y no la regla, ""hoy día es la regla"", algo que se da porque con el pretexto de ""fregarme"", Juan Carlos Varela quitó los,,,""Desde la presidencia voy a impulsar nuevamente la,no es solo narcotráfico, sino que la seguridad ciudadana es importante, algo que en su gestión tuvo que ver mucho con la implementación de los llamados ""vecinos vigilantes"".,aclaró ayer que tenía programada una reunión con la embajadora de los Estados Unidos, Mari Carmen Aponte, sin embargo fue cancelada.,Dicha reunión, estaba programada a las 8:00 a.m. en la residencia de la,""Todas mis reuniones,, me informó un funcionario de la embajada que la reunión había sido cancelada"", explicó.,De igual manera, se le informó que la,.""Quiero aclarar y ser enfático de que sí tenía una reunión agendada esta mañana con la embajadora de los Estados Unidos. Espero poder tener una próxima reunión no solo con ellos, sino con todas las delegaciones diplomáticas con intereses en Panamá"", dijo.,Mulino dijo que no ve la necesidad de tener r,¡Mira lo que tiene nuestro canal de YouTube!",05:47:40,Mulino: Regresarán las laptops y las mochilas
"Redacción,",2024/03/13,"La,quien presentó el recurso de inconstitucionalidad para afectar la,, no solo está vinculada al candidato Rómulo Roux y al gobierno de turno que espera reelegirse con la,sino que su familia tiene en trámite una,para la extracción de un cable de cobre.,Tanto Roux como Carrizo marcan de cuatro y penúltimo lugar en todas las encuestas reconocidas por el Tribunal Electoral, lo que podría explicar que la acción de la abogada Karamañites para tratar de afectar la candidatura de Mulino que al igual que,marca como favorito entre los panameños en las próximas elecciones del 5 de mayo.,Ayer se conoció que el padre de la,tiene avanzado los trámites para una concesión de salvamento y explotación de un cable cobre que pertenece a la dirección de bienes patrimoniales del Ministerio de Economía y Finanzas, de acuerdo con el documento indexsa-1220-21 del 20 de diciembre de 2021.,Se trata de una solicitud de contratación directa que solo está pendiente del último visto bueno. Karamañites además fue funcionaria del ministerio de Gobierno en la administración Cortizo-Carrizo, y en 2022 fue nombrada como abogada en el,.,Los vínculos de la abogada Karamañites también llegan hasta Roux, otro de los candidatos que no despega en las encuestas.,Karamañites fue parte de la firma de abogados Morgan & Morgan, y ahora parece como la firmante del recurso de inconstitucionalidad presentado contra la resolución del Tribunal Electoral que designó a Mulino como candidato presidencial, luego de haber inhabilitado a Ricardo Martinelli.,,,,Se conoció que Roux fue una de las personas que ejerció presiones en el TE para inhabilitar la candidatura de Martinelli, y ahora estaría nuevamente detrás de la movida contra Mulino. Karamañites fue por tres años asistente de operaciones fiduciarias de Morgan y Morgan, la firma de abogados de Roux que firmó el cuestionado contrato minero.,También trabajó para el actual administración del Partido Revolucionario Democrático (PRD) en el Ministerio de Gobierno y como asesora legal del Ifarhu en el 2022. Es socia del Grupo Galtes desde el 2023.,,,,",13:18:16,Conexión de abogada Karamañites llega a concesión de cobre
"Redacción,",2024/03/13,"candidato presidencial de la alianza,no descarta que el motivo por el cual buscan inhabilitar su candidatura para las elecciones generales del 5 de mayo próximo, sea su amistad con el,Pese a la admisión del recurso presentado, Mulino confía en que la,no se prestará para complacer intereses que buscan sacarlo de la contienda electoral.,, ha dicho Mulino.,advirtió el candidato de RM y Alianza.,orque soy un aliado de Ricardo Martinelli. Yo creo que no hay que ser muy inteligente para entenderlo. Me quieren descabezar porque soy amigo de Martinelli y lo reemplacé en la contienda electoral y no me pueden achacar absolutamente ningún delito"", señaló.,Bueno, no nos queda otro camino que la justicia, digo, que los canales que la justicia brinda, señaló.,Mulino adelantó que un grupo importante de abogados del país se están reuniendo y presentarán múltiples alegatos para demostrar que se trata de otra patraña.,,,,El abanderado de la alianza Para Salvar a Panamá también  hizo un llamado al procurador general de la Nación, Javier Caraballo.,""Hago un llamado muy responsable al señor Procurador de la Nación, que es a quien le tocó dar la opinión constitucionalmente, para que piense muy bien lo que va a hacer"". Mulino también extendió su llamado a magistrado Olmedo Arrocha,Bueno. No significa absolutamente nada. Después de que tú cumplas con los requisitos que establece el código, a tí te admitirá una demanda. En constitucionalidad, o en un juzgado circuito, o donde corresponda, te la admitirá. No se han pronunciado sobre el fondo, respondió Mulino.,La corte demora hasta 20 años para fallar muchas veces. Yo tengo un caso que lleva 19.,Espero que no. Porque estos tipos no tienen miramientos en usar el poder para acelerar los términos, Así que, yo espero que no lo hagan, porque este torneo electoral se va a volver una gran mueca nacional.,,De esta manera, el candidato de la alianza,respondió al recurso de inconstitucionalidad presentado y admitido por la Corte en contra de su candidatura presidencial, luego de la inhabilitación del principal de la nómina, Ricardo Martinelli Berrocal.,,,",15:34:03,Mulino: Me quieren descabezar porque soy amigo de Martinelli
"Redacción,",2024/03/13,"La democracia panameña se ve nuevamente amenazada con el intento de inhabilitación del candidato presidencial por los partidos,Así lo considera el secretario general de RM,,, quien indicó que el pueblo panameño va a reaccionar en defensa de la democracia, porque no se trata de Ricardo Martinelli ni de Mulino, sino se trata de defender la democracia que nuevamente se ve amenaza con estos procesos exprés que ocurren en la,, cuando,recibe instrucciones de,y de,Camacho enfatizó que estamos frente a la democracia o la dictadura y agregó que en,los panameños votaron por esperanza, igualmente ahora en el año 2024, van a rechazar la dictadura civil que tenemos de “Gaby” Carrizo y Cortizo como rechazaron la dictadura en 1989 de los militares.,“Lo único que este voto va ser más allá de esperanza un voto de apostar a la persona o al grupo político que le puede garantizar el progreso para todos los panameños y no para dos grupos de beneficiarios históricamente por el tradicionalismo político que son algunos empresarios del poder económico y del poder político y tradicional, que no quiere que los panameños vuelvan a tener la buena calidad de vida que tuvieron durante la gestión de Ricardo Martinelli”, dijo Camacho.,Recalcó que el,la escogencia es democracia y vida mejor o dictadura y vida peor.,Según Camacho, José Raúl Mulino sigue registrando un importante crecimiento en la intención de voto que se traslada de la candidatura de Ricardo Martinelli hacia él y los indecisos también se están sumando al apoyo de Mulino.,,,,“Es por eso que están desesperados los candidatos de gobierno, uno es ‘Gaby’ Carrizo, que sabe que va a llegar detrás de la ambulancia,  y el otro es,, por eso están intentando  a través de artimañas inhabilitar también  a José Raúl Mulino”, expresó.,Camacho aseguró que van a garantizar el triunfo contundente de Mulino, pero también van a asegurar esas actas que comprueben la legitimidad de ese triunfo, porque va a ser aplastante.,Agregó que no hay forma de hacer un fraude electoral porque para eso requieren una votación estrecha que no vamos a tener en las próximas elecciones.,¡Mira lo que tiene nuestro canal de YouTube!",15:15:04,Camacho: La democracia panameña se ve nuevamente amenazada
Redacción,2024/03/13,"especialmente después de enterarse del recurso de inconstitucionalidad presentado contra la candidatura presidencial de José Raúl Mulino.,""Con el análisis que hemos realizado hasta el momento, hemos identificado algunos vacíos en la reglamentación. No se han establecido normativas para abordar este tipo de situaciones que podrían haber surgido y que podrían surgir para cualquier otro candidato en el futuro, y esto es preocupante.,Cedeño señaló que esta situación genera incertidumbre en el país, ya que estas elecciones podrían ser las primeras con este tipo de situaciones inéditas, lo cual es preocupante para la ciudadanía en general.,Respecto al rápido proceso en la Corte Suprema que podría resolver el caso a pocas semanas de las elecciones, Cedeño expresó su sorpresa, mencionando que hay otras demandas de inconstitucionalidad dentro de esa institución que no han recibido la misma celeridad.,,,,,Por su parte, el candidato presidencial de la alianza Realizando Metas (RM) y el Partido Alianza, José Raúl Mulino, no descarta que el motivo por el cual buscan inhabilitar su candidatura para las elecciones generales del 5 de mayo próximo, sea su amistad con el expresidentes de la República, Ricardo Martinelli.,Pese a la admisión del recurso presentado, Mulino confía en que la Corte Suprema de Justicia no se prestará para complacer intereses que buscan sacarlo de la contienda electoral.,""¿Por qué me quieren descabezar?, porque soy un aliado de Ricardo Martinelli. Yo creo que no hay que ser muy inteligente para entenderlo. Me quieren descabezar porque soy amigo de Martinelli y lo reemplacé en la contienda electoral y no me pueden achacar absolutamente ningún delito"", señaló.",16:25:04,CNA hará llamado de atención al Tribunal Electoral
"Redacción,",2024/03/13,"La,quien presentó el recurso de inconstitucionalidad para afectar la,, no solo está vinculada al candidato Rómulo Roux y al gobierno de turno que espera reelegirse con la,sino que su familia tiene en trámite una,para la extracción de un cable de cobre.,Tanto Roux como Carrizo marcan de cuatro y penúltimo lugar en todas las encuestas reconocidas por el Tribunal Electoral, lo que podría explicar que la acción de la abogada Karamañites para tratar de afectar la candidatura de Mulino que al igual que,marca como favorito entre los panameños en las próximas elecciones del 5 de mayo.,Ayer se conoció que el padre de la,tiene avanzado los trámites para una concesión de salvamento y explotación de un cable cobre que pertenece a la dirección de bienes patrimoniales del Ministerio de Economía y Finanzas, de acuerdo con el documento indexsa-1220-21 del 20 de diciembre de 2021.,Se trata de una solicitud de contratación directa que solo está pendiente del último visto bueno. Karamañites además fue funcionaria del ministerio de Gobierno en la administración Cortizo-Carrizo, y en 2022 fue nombrada como abogada en el,.,Los vínculos de la abogada Karamañites también llegan hasta Roux, otro de los candidatos que no despega en las encuestas.,Karamañites fue parte de la firma de abogados Morgan & Morgan, y ahora parece como la firmante del recurso de inconstitucionalidad presentado contra la resolución del Tribunal Electoral que designó a Mulino como candidato presidencial, luego de haber inhabilitado a Ricardo Martinelli.,,,,Se conoció que Roux fue una de las personas que ejerció presiones en el TE para inhabilitar la candidatura de Martinelli, y ahora estaría nuevamente detrás de la movida contra Mulino. Karamañites fue por tres años asistente de operaciones fiduciarias de Morgan y Morgan, la firma de abogados de Roux que firmó el cuestionado contrato minero.,También trabajó para el actual administración del Partido Revolucionario Democrático (PRD) en el Ministerio de Gobierno y como asesora legal del Ifarhu en el 2022. Es socia del Grupo Galtes desde el 2023.,,,,",13:18:16,Conexión de abogada Karamañites llega a concesión de cobre
"Redacción,",2024/03/13,"candidato presidencial de la alianza,no descarta que el motivo por el cual buscan inhabilitar su candidatura para las elecciones generales del 5 de mayo próximo, sea su amistad con el,Pese a la admisión del recurso presentado, Mulino confía en que la,no se prestará para complacer intereses que buscan sacarlo de la contienda electoral.,, ha dicho Mulino.,advirtió el candidato de RM y Alianza.,orque soy un aliado de Ricardo Martinelli. Yo creo que no hay que ser muy inteligente para entenderlo. Me quieren descabezar porque soy amigo de Martinelli y lo reemplacé en la contienda electoral y no me pueden achacar absolutamente ningún delito"", señaló.,Bueno, no nos queda otro camino que la justicia, digo, que los canales que la justicia brinda, señaló.,Mulino adelantó que un grupo importante de abogados del país se están reuniendo y presentarán múltiples alegatos para demostrar que se trata de otra patraña.,,,,El abanderado de la alianza Para Salvar a Panamá también  hizo un llamado al procurador general de la Nación, Javier Caraballo.,""Hago un llamado muy responsable al señor Procurador de la Nación, que es a quien le tocó dar la opinión constitucionalmente, para que piense muy bien lo que va a hacer"". Mulino también extendió su llamado a magistrado Olmedo Arrocha,Bueno. No significa absolutamente nada. Después de que tú cumplas con los requisitos que establece el código, a tí te admitirá una demanda. En constitucionalidad, o en un juzgado circuito, o donde corresponda, te la admitirá. No se han pronunciado sobre el fondo, respondió Mulino.,La corte demora hasta 20 años para fallar muchas veces. Yo tengo un caso que lleva 19.,Espero que no. Porque estos tipos no tienen miramientos en usar el poder para acelerar los términos, Así que, yo espero que no lo hagan, porque este torneo electoral se va a volver una gran mueca nacional.,,De esta manera, el candidato de la alianza,respondió al recurso de inconstitucionalidad presentado y admitido por la Corte en contra de su candidatura presidencial, luego de la inhabilitación del principal de la nómina, Ricardo Martinelli Berrocal.,,,",15:34:03,Mulino: Me quieren descabezar porque soy amigo de Martinelli
Luis Miguel Ávila,2024/03/13,"Los programas de apoyos hacia el sector educativo, como lo son la entrega de mochilas, útiles escolares y las laptops, serán nuevamente implementados en el país, así lo aseguró el candidato presidencial por los,El restablecimiento de este apoyo hacia el,dentro del cual se establece la entrega de estas laptops con Internet, para que los estudiantes puedan hacer sus tareas.,Puntualmente para que a través de esta,Mulino afirmó que con ello se busca que la,de los educadores de todo el país.,""Tenemos que conectar a esa juventud que está estudiando,,Agregó que hace días un muchacho le decía que en el,, a lo que le respondió que le parecía excelente.,,,,""En este país, estoy seguro que a ustedes en sus casas también han pasado por el problema de encontrar un buen electricista o un buen plomero un buen reparador de estufas, lavadoras, aires acondicionados, algo que se da,.',Explicó que aquí puede haber,marinos, reparadores de propelas de barcos, entre otros.,""Hace tiempo me comentaba un colonense que tiene una empresa de soldadura marítima y me decía mire señor Mulino, yo no me doy abasto con los contratos y allí se gana buen chen chen soldando bajo el agua y me decía no,trabajos de soldadura marina"", acotó.,En el tema de seguridad, Mulino comentó lo que está pasando en las costa panameña, algo que le preocupa y puso como ejemplo el,de más de dos toneladas de drogas.,Recordó que en sus tiempo de ministro cuando se decomisaba más de una tonelada de drogas, eso era la excepción y no la regla, ""hoy día es la regla"", algo que se da porque con el pretexto de ""fregarme"", Juan Carlos Varela quitó los,,,""Desde la presidencia voy a impulsar nuevamente la,no es solo narcotráfico, sino que la seguridad ciudadana es importante, algo que en su gestión tuvo que ver mucho con la implementación de los llamados ""vecinos vigilantes"".,aclaró ayer que tenía programada una reunión con la embajadora de los Estados Unidos, Mari Carmen Aponte, sin embargo fue cancelada.,Dicha reunión, estaba programada a las 8:00 a.m. en la residencia de la,""Todas mis reuniones,, me informó un funcionario de la embajada que la reunión había sido cancelada"", explicó.,De igual manera, se le informó que la,.""Quiero aclarar y ser enfático de que sí tenía una reunión agendada esta mañana con la embajadora de los Estados Unidos. Espero poder tener una próxima reunión no solo con ellos, sino con todas las delegaciones diplomáticas con intereses en Panamá"", dijo.,Mulino dijo que no ve la necesidad de tener r,¡Mira lo que tiene nuestro canal de YouTube!",05:47:40,Mulino: Regresarán las laptops y las mochilas
Redacción,2024/02/26,"El magistrado del,Eduardo Valdés Escoffery, reiteró que se requiere una sentencia ejecutoriada para comenzar con un proceso de inhabilitación.,En el caso del expresidente Ricardo Martinelli, la sentencia por el caso New Business todavía no se encuentra en firme por lo que sigue siendo candidato a la presidencia.,""No nos hemos podido pronunciar porque no tenemos la sentencia ejecutoriada"", manifestó Valdés Escoffery.,El magistrado aboga por un respeto a las fases del proceso y a no dar por hecho determinadas situaciones.,""Muchos perciben que cuando un juzgado se pronuncia, ya con ese pronunciamiento surte efecto la decisión. No es así. Esa sentencia debe estar ejecutoriada y no solo emitida. Hay trámites que cumplir para que una sentencia quede ejecutoriada"", agregó.,Con respecto a quienes señalan que no es necesario,, Valdés Escoffery recalcó que si se busca en la jurisprudencia del,ha sido siempre el pleno quien en estos casos ha procedido con la inhabilitación.,,,,""No quiero entrar en detalles del caso porque como parte del pleno tengo que pronunciarme cuando tengamos la copia auténtica de la sentencia ejecutoriada. Ha habido reformas que introducen algunas normas sobre esto. Hay que hacer docencia que se hará en el fallo en su momento"", comentó.,Por otra parte, Valdés Escoffery dijo que en un escenario de inhabilitación, el expresidente Martinelli podrá seguir apareciendo en las propagandas de su partido.,""Si se busca el Código Electoral, cada partido puede incluir en sus pautas a quien le dé la gana, no hay ninguna norma que le impida poner a ninguna persona"", expuso.,En esta línea agregó que determinada situación judicial no conlleva,y más que nada la libertad de expresión.,,",10:00:03,"Sin sentencia ejecutoriada, TE no se puede pronunciar"
"Redacción,",2024/03/13,"El candidato presidencial por la alianza de partidos,, realizó esta noche un conversatorio con la juventud de la provincia de Chiriquí donde anunció que la fórmula Martinelli-Mulino trabajará en el plan de primer empleo masivo más grande que ha tenido el país.,Mulino explicó que este programa tendrá como base un incentivo para la empresa privada donde el Estado le reconocerá el,por los primeros meses de cada joven que contrate para su primer empleo. Indicó que en el gobierno si se pueden encontrar fondos para pagar la inversión en este programa de primer empleo, ahorrando en otros gastos que no representan una ganancia para el país.,Además, Mulino señaló que el plan de trabajo de la fórmula,creará también el programa “el espacio del emprendedor” que serán centros dotados de equipos, internet, abogados y contadores que permitan apoyar a los emprendedores a alcanzar la capacidad para formalizar su actividad, “ser gente activa”.,Destacó que paralelo a este apoyo a los emprendedores, su gobierno le dará una importancia fundamental a la innovación. “Programas de apoyo y financiamiento a los jóvenes innovadores para darle el empuje inicial. Esa es la tendencia del mundo actual. La innovación lo es todo en este momento”, recalcó Mulino ante el foro de juventud que se desarrolló en a ciudad de David esta noche.,Dijo que todo esto es parte de la ambiciosa promesa que hizo junto a,Para ello también se desarrollarán grandes obras como el tren entre Panamá y David a través del modelo de asociación público-privada, lo que a su vez serán un gran apoyo al sector transportista.,,,,Mulino agregó el programa de rehabilitación de carreteras que generará más trabajo con impacto directo e inmediato en la juventud. “Son actividades que pueden impulsar rápidamente el empleo.  Poner más chen chen en el bolsillo de los panameños es nuestra principal tarea”, manifestó Mulino.,El candidato de la fórmula Martinelli-Mulino también explicó ante los jóvenes de Chiriquí otros proyectos como el hospital de mascotas, y señaló que el primero será construido en la ciudad de Panamá y aseguró que antes que terminen los cinco años del próximo gobierno debe quedar también construido el de David.,Igualmente, anunció la construcción del nuevo,En el mismo tema educativo, Mulino aseguró que sacará la política dentro del IFARHU. “Vamos a poner a trabajar esta institución que fue desvirtuada. Yo creo en las becas sin palancas. Esto no puede ser un botín político para nadie”.,Sobre la problemática de la falta de agua potable y la inseguridad, Mulino dijo que también serán temas prioritarios.,Aseguró que el,será reconvertido, y no privatizado, para poder llevarle agua a todos los panameños que no tienen el líquido. “No es que se va el agua, es que no hay agua”, señaló Mulino quien anunció que una de las soluciones será la creación de sistemas de pozos profundos con un plan de mantenimiento eficiente.,,Sobre el problema de inseguridad, dijo que al igual que se logró en el gobierno de Martinelli se volverá a retomar la calma en el país.,Dijo que se le devolverá la moral de las unidades policiales y se retomarán los programas que ejecutó él en el gobierno de Martinelli como vecinos vigilantes, la policía comunitaria, y se volverá a recuperar las fronteras.,¡Mira lo que tiene nuestro canal de YouTube!",21:40:05,Mulino anuncia el plan de primer empleo más grande que ha tenido Panamá
"Redacción,",2024/03/14,"La admisibilidad por parte del magistrado de la,de un recurso de inconstitucionalidad en contra de la,, refuerza la teoría sobre una intención de,para dejar fuera al candidato que lidera las encuestas electorales.,El alcance, las intervención e injerencia de la justicia ordinaria en la justicia electoral despertó la preocupación de los,quienes ya consideran que el tema debe ser objeto de análisis en reformas constitucionales.,advirtió el magistrado Eduardo Valdés Escofery.,Mediante el,el Tribunal Electoral inhabilitó a Ricardo Martinelli  como candidato presidencial por la alianza RM-Alianza y acordaron que José Raúl Mulino ocuparía la casilla de ambos colectivos como candidato a presidente, sin vicepresidente.,, cuestionó Escofery quien defendió el acuerdo donde se aprobó por mayoría la inhabilitación del candidato principal de la alianza Realizando Metas (RM) - Partido Alianza, y que en su lugar, asumiera su vicepresidente José Raúl Mulino.,,,cuestionó Escoffery.,,,,dijo.,indicó.,La demanda de inconstitucionalidad presentada en la,el pasado 11 de marzo de 2024 por la abogada,quien no solo ha sido vinculada al candidato Rómulo Roux y al gobierno de turno que espera reelegirse con la candidatura de José Gabriel Carrizo, también su familia tiene en trámite una concesión directa para la extracción de un cable de cobre, fue admitida la tarde del martes 12 de marzo de 2024 por el magistrado ponente Olmedo Arrocha Osorio.,La admisibilidad de este recurso ha generado preocupación y repudio tanto por el Colegio Nacional de Abogados, diversos profesionales de la abogacía y políticos.,Para el abogado y diputado independiente, Juan Diego Vázquez, no hay asidero jurídico para la inhabilitación de José Raúl Mulino.,dijo Vásquez.,,""Con el análisis que hemos realizado hasta el momento, hemos identificado algunos vacíos en la reglamentación. No se han establecido normativas para abordar este tipo de situaciones que podrían haber surgido y que podrían surgir para cualquier otro candidato en el futuro, y esto es preocupante"", manifestó Maritza Cedeño, presidenta del CNA.,Tal como lo establece el artículo 2563 del Código Judicial, una vez admitida la demanda de inconstitucionalidad, se le corrió traslado la mañana de este miércoles 13 de marzo de 2024, al Procurador General de la Nación, para que emita concepto, dentro de un término no mayor de 10 días.,,,,,",07:40:05,Caso Mulino: Tribunal Electoral teme judicialización del torneo electoral
Redacción,2024/03/14,"aseguró que le tomará 18 meses dinamizar la economía panameña.,Así lo dio a conocer durante una reunión con el Consejo Interamericano de Comercio y Producción de Panamá, durante la cual presentó el plan de trabajo de la fórmula Martinelli-Mulino.,En esta reunión, Mulino aseguró el respaldo para que el sector privado pueda recuperar su crecimiento económico.,Identificó problemas actuales como la falta de inversión, alto desempleo y problemas sociales como la escasez de agua potable en varias comunidades en todo el país.,En cuanto a la Caja de Seguro Social (CSS), Mulino enfatizó la necesidad de tomar decisiones rápidas para abordar esta problemática, subrayando que el país no puede seguir postergando este asunto.,,,,E,Mulino también abordó otros problemas prioritarios, como la escasez de agua y el desempleo, anunciando planes agresivos para abordarlos.,Esto incluye proyectos como la construcción de un tren entre Panamá y David para mejorar el transporte de carga, así como iniciativas para promover el empleo formal y el emprendimiento.,En el ámbito de seguridad,,También se refirió a temas como la deuda panameña, la digitalización de trámites burocráticos y las listas negras de organismos como el Grupo de Acción Financiera Internacional (GAFI), asegurando que su gobierno tomará acciones a nivel diplomático para abordar estas cuestiones.,",13:00:03,Mulino: nos tomará 18 dinamizar la economía
"Redacción,",2024/03/14,"dijo la,sobre la admisibilidad por parte del magistrado de la Corte Suprema de Justicia, Olmedo Arrocha, de un recurso de inconstitucionalidad en contra de la candidatura presidencial de José Raúl Mulino.,Para Correa se trata de una,para intentar inhabilitar a Mulino, quien lidera las intenciones de votos para las elecciones del 5 de mayo próximo.,La nueva encuesta, que realizó la reconocida,entre el 27 al 29 de febrero, reveló que Mulino, respaldado por los partidos Realizando Metas y Alianza, también ganaría las próximas elecciones.,La diputada señaló directamente al candidato presidencial Rómulo Roux de estar detrás de las acciones en contra del candidato presidencial de la alianza Realizando Metas (RM) - Partido Alianza.,,,,,,,,,¡",14:28:20,Mayín Correa pide un alto al 'juego de las inhabilitaciones'
,2024/03/14,", encabezados por su presidente José Muñoz se apersonaron al Tribunal Electoral (TE) para solicitarle una reunión urgente a los magistrados para dilucidar dos temas que a ellos les preocupa, incluido el devenir de la candidatura presidencial de José Raúl Mulino.,A juicio de Muñoz,,, mediante el cual se inhabilita a Ricardo Martinelli como candidato presidencial y su lugar lo ocupa el candidato a vicepresidente, José Raúl Mulino.,En el acuerdo,,, lo que ha sido objeto de muchas interpretaciones y llegó hasta ser objeto de una demanda de inconstitucionalidad presentada por una abogada que responde a rivales de Martinelli.,“,y para mí es judicializar las elecciones del 5 de mayo”, advirtió el líder de Alianza, que corre junto a Realizando Metas (RM) en la Alianza para Salvar a Panamá.,El,admitió el recurso contra Mulino en pocas horas y le dio traspaso a uno de los procuradores, lo que recuerda la justicia a velocidad que se empleó para sacar a Martinelli de la carrera política, violando sus derechos y el debido proceso.,, mientras que Alianza, al contar con menos de 100 mil adherentes solo tuvo que realizar una convención nacional para abanderar al mismo candidato.,,,,Luego,,como candidato a vicepresidente, que le corresponde al candidato presidencial realizarla.,“No creo que el Tribunal Electoral se pueda prestar para que la CSJ interprete y deje a los partidos sin candidato.,”, dijo Muñoz.,Agregó que, conforme a lo dispuesto en la Constitución,,, por lo que piden que se esclarezca este tema y se evite que se pueda judicializar.,Por otra parte, el político y expresidente de la Asamblea Nacional, mostró su inconformidad con el TE por el,El nuevo logo de Alianza fue aprobado en la convención del año pasado, sin embargo, Muñoz denunció que el,, lo que se presta para confusión y afectaría a los candidatos a puestos de elección por ese colectivo político.,,“Utilizan otro logo que ya no existe del partido para docencias de cómo votar el día de las elecciones y,”, se quejó el político.",15:15:04,Alianza exige a TE que aclare candidatura de Mulino
